index,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
2513,TXN_5589433,Cake,2,3,6,Cash,In-store,13-03-2023
2514,TXN_4386732,Smoothie,4,4,16,Cash,In-store,01-08-2023
2515,TXN_3174336,Cookie,4,1,1,Cash,In-store,17-07-2023
2516,TXN_4983903,Cookie,5,4,20,Cash,In-store,18-09-2023
2517,TXN_8043642,Salad,4,5,20,Cash,In-store,12-06-2023
2518,TXN_1223805,Juice,3,3,9,Cash,In-store,04-07-2023
2519,TXN_3879110,Juice,4,1,9,Credit Card,Takeaway,18-03-2023
2520,TXN_9551491,Salad,1,5,5,Credit Card,Takeaway,13-07-2023
2521,TXN_3033987,Cake,4,3,12,Cash,Takeaway,13-03-2023
2522,TXN_2732570,Cookie,3,1,3,Digital Wallet,Takeaway,23-06-2023
2523,TXN_9104781,Sandwich,2,4,8,Digital Wallet,Takeaway,03-07-2023
2524,TXN_7876775,Coffee,5,2,10,Digital Wallet,Takeaway,09-02-2023
2525,TXN_7566250,Salad,3,5,15,Digital Wallet,Takeaway,04-06-2023
2526,TXN_3365018,Juice,5,3,15,Cash,Takeaway,06-02-2023
2527,TXN_1487762,Tea,3,1.5,4.5,Cash,Takeaway,07-02-2023
2528,TXN_4592205,Cookie,3,1,3,Credit Card,In-store,30-12-2023
2529,TXN_6660755,Cookie,2,1,2,Credit Card,In-store,16-05-2023
2530,TXN_3750900,Tea,2,1,3,Credit Card,In-store,03-04-2023
2531,TXN_3290872,Cake,2,3,6,Credit Card,In-store,13-06-2023
2532,TXN_6378158,Salad,5,3,25,Credit Card,In-store,17-06-2023
2533,TXN_8800818,Cake,2,3,25,Digital Wallet,In-store,28-09-2023
2534,TXN_5707386,Tea,5,1.5,7.5,Digital Wallet,Takeaway,28-06-2023
2535,TXN_1145592,Juice,1,3,3,Credit Card,Takeaway,11-09-2023
2536,TXN_2670487,Coffee,3,2,6,Digital Wallet,Takeaway,20-10-2023
2537,TXN_9485101,Cookie,2,1,2,Cash,Takeaway,01-11-2023
2538,TXN_9667219,Juice,4,3,12,Cash,In-store,09-10-2023
2539,TXN_3119835,Tea,2,1.5,3,Digital Wallet,In-store,01-03-2023
2540,TXN_2454046,Juice,2,3,6,Digital Wallet,Takeaway,01-03-2023
2541,TXN_7014091,Coffee,5,2,10,Cash,In-store,26-11-2023
2542,TXN_7107807,Cookie,1,1,1,Digital Wallet,In-store,01-11-2023
2543,TXN_5698925,Juice,2,3,6,Digital Wallet,In-store,08-04-2023
2544,TXN_6662213,Sandwich,4,4,16,Digital Wallet,In-store,18-01-2023
2545,TXN_1336900,Coffee,5,2,10,Credit Card,In-store,16-01-2023
2546,TXN_2250785,Cake,1,3,3,Cash,In-store,19-03-2023
2547,TXN_8122340,Coffee,4,2,3,Credit Card,In-store,09-06-2023
2548,TXN_9911498,Coffee,4,2,8,Cash,In-store,27-03-2023
2549,TXN_4130861,Salad,2,5,10,Credit Card,In-store,27-03-2023
2550,TXN_3741325,Sandwich,5,4,20,Digital Wallet,In-store,04-07-2023
2551,TXN_8658970,Salad,3,5,15,Credit Card,In-store,03-09-2023
2552,TXN_2887971,Smoothie,2,4,8,Digital Wallet,In-store,26-06-2023
2553,TXN_9865855,Coffee,3,2,6,Digital Wallet,Takeaway,18-04-2023
2554,TXN_2217295,Juice,4,2,12,Credit Card,In-store,22-11-2023
2555,TXN_8913492,Sandwich,4,4,16,Credit Card,In-store,25-12-2023
2556,TXN_5625086,Sandwich,1,4,4,Credit Card,In-store,17-06-2023
2557,TXN_2690222,Sandwich,4,3,12,Credit Card,In-store,01-01-2023
2558,TXN_5767429,Cake,2,3,6,Credit Card,In-store,19-03-2023
2559,TXN_5910541,Cake,2,3,15,Cash,In-store,08-09-2023
2560,TXN_4435352,Salad,2,5,10,Credit Card,In-store,03-05-2023
2561,TXN_1009421,Cookie,4,1,4,Cash,Takeaway,21-02-2023
2562,TXN_5369243,Smoothie,4,4,16,Cash,Takeaway,16-11-2023
2563,TXN_2939667,Smoothie,1,3,3,Cash,In-store,21-12-2023
2564,TXN_5734395,Sandwich,1,4,20,Cash,Takeaway,17-05-2023
2565,TXN_2966262,Tea,1,1.5,4.5,Cash,Takeaway,19-11-2023
2566,TXN_7293241,Tea,1,2,2,Digital Wallet,Takeaway,27-08-2023
2567,TXN_1827212,Sandwich,5,4,20,Digital Wallet,Takeaway,22-12-2023
2568,TXN_4809548,Smoothie,3,4,12,Digital Wallet,Takeaway,04-11-2023
2569,TXN_2224935,Coffee,1,2,2,Digital Wallet,Takeaway,15-04-2023
2570,TXN_7580441,Coffee,1,2,2,Cash,Takeaway,09-08-2023
2571,TXN_4897993,Sandwich,4,2,16,Cash,In-store,07-12-2023
2572,TXN_9522045,Coffee,3,2,6,Cash,In-store,30-05-2023
2573,TXN_6128966,Sandwich,3,4,12,Cash,In-store,18-12-2023
2574,TXN_5475746,Cake,3,3,9,Credit Card,In-store,20-08-2023
2575,TXN_6071339,Coffee,5,2,10,Cash,Takeaway,17-10-2023
2576,TXN_9540864,Cookie,2,1,2,Digital Wallet,Takeaway,07-08-2023
2577,TXN_6389404,Juice,5,3,15,Digital Wallet,In-store,20-11-2023
2578,TXN_8724474,Juice,5,5,25,Cash,In-store,04-08-2023
2579,TXN_8199524,Cake,5,3,15,Cash,In-store,01-12-2023
2580,TXN_1212652,Juice,3,3,9,Credit Card,In-store,30-01-2023
2581,TXN_1799247,Coffee,3,2,6,Credit Card,In-store,25-01-2023
2582,TXN_5745054,Smoothie,1,4,4,Credit Card,In-store,26-01-2023
2583,TXN_4328090,Smoothie,1,4,4,Digital Wallet,In-store,18-04-2023
2584,TXN_3499226,Juice,1,3,3,Credit Card,Takeaway,08-09-2023
2585,TXN_1259340,Tea,3,3,3,Digital Wallet,Takeaway,24-02-2023
2586,TXN_3893480,Cookie,3,1,3,Digital Wallet,Takeaway,24-12-2023
2587,TXN_2614271,Cookie,2,4,8,Digital Wallet,Takeaway,03-08-2023
2588,TXN_8295765,Cake,4,3,12,Digital Wallet,Takeaway,05-04-2023
2589,TXN_1324760,Tea,4,1.5,6,Cash,In-store,18-01-2023
2590,TXN_8292441,Salad,1,5,5,Cash,Takeaway,15-09-2023
2591,TXN_6663486,Coffee,3,2,6,Cash,Takeaway,02-11-2023
2592,TXN_9423451,Coffee,1,2,2,Cash,Takeaway,22-10-2023
2593,TXN_3792125,Salad,5,5,25,Credit Card,In-store,25-08-2023
2594,TXN_7021504,Cookie,2,1,2,Credit Card,In-store,31-05-2023
2595,TXN_8608811,Cake,5,3,15,Credit Card,Takeaway,05-01-2023
2596,TXN_4844386,Cake,5,3,15,Credit Card,In-store,28-10-2023
2597,TXN_4368729,Coffee,3,2,6,Digital Wallet,In-store,11-06-2023
2598,TXN_5072156,Tea,3,1.5,4.5,Digital Wallet,Takeaway,24-07-2023
2599,TXN_5763520,Tea,1,5,5,Digital Wallet,Takeaway,17-01-2023
2600,TXN_4877933,Juice,5,3,15,Digital Wallet,In-store,12-01-2023
2601,TXN_8854384,Juice,5,3,15,Cash,Takeaway,12-08-2023
2602,TXN_3308378,Cookie,4,1,4,Digital Wallet,Takeaway,28-04-2023
2603,TXN_4355766,Cookie,5,1,4,Digital Wallet,Takeaway,07-11-2023
2604,TXN_5644235,Salad,4,5,20,Cash,In-store,25-03-2023
2605,TXN_5331285,Sandwich,3,4,12,Digital Wallet,In-store,12-03-2023
2606,TXN_7620397,Cookie,4,1,4,Digital Wallet,In-store,24-12-2023
2607,TXN_1214868,Juice,4,1,12,Cash,In-store,30-07-2023
2608,TXN_5117595,Smoothie,4,4,16,Cash,In-store,05-02-2023
2609,TXN_9708144,Smoothie,3,4,12,Cash,In-store,18-04-2023
2610,TXN_8266689,Smoothie,5,4,15,Cash,In-store,03-12-2023
2611,TXN_3589166,Tea,1,1.5,1.5,Cash,In-store,02-02-2023
2612,TXN_3943672,Sandwich,4,4,16,Credit Card,In-store,21-10-2023
2613,TXN_8988279,Smoothie,2,4,8,Credit Card,In-store,08-08-2023
2614,TXN_4269933,Smoothie,2,4,8,Credit Card,Takeaway,28-03-2023
2615,TXN_2234460,Tea,2,1.5,3,Credit Card,Takeaway,15-08-2023
2616,TXN_4356564,Coffee,2,2,4,Credit Card,Takeaway,05-10-2023
2617,TXN_2223047,Coffee,2,2,4,Credit Card,Takeaway,14-06-2023
2618,TXN_9469735,Cake,1,3,3,Credit Card,In-store,31-12-2023
2619,TXN_6762250,Cookie,2,1,2,Digital Wallet,Takeaway,17-06-2023
2620,TXN_8553273,Juice,5,3,15,Cash,In-store,15-01-2023
2621,TXN_8713971,Tea,1,1.5,1.5,Cash,In-store,26-08-2023
2622,TXN_4076575,Smoothie,3,4,12,Cash,Takeaway,18-01-2023
2623,TXN_2432379,Coffee,1,2,2,Credit Card,In-store,24-10-2023
2624,TXN_3187634,Coffee,5,2,10,Digital Wallet,Takeaway,01-09-2023
2625,TXN_1961943,Smoothie,5,4,12,Digital Wallet,In-store,05-11-2023
2626,TXN_5908104,Sandwich,2,4,8,Credit Card,In-store,12-05-2023
2627,TXN_1355212,Coffee,2,2,4,Credit Card,In-store,25-05-2023
2628,TXN_2155393,Juice,2,3,6,Digital Wallet,In-store,12-07-2023
2629,TXN_3485938,Juice,4,5,20,Cash,Takeaway,28-05-2023
2630,TXN_9449037,Coffee,4,2,8,Cash,Takeaway,30-04-2023
2631,TXN_3114654,Juice,3,3,9,Cash,In-store,01-12-2023
2632,TXN_5837801,Salad,1,5,9,Credit Card,In-store,25-01-2023
2633,TXN_1336470,Tea,1,1.5,1.5,Cash,In-store,22-12-2023
2634,TXN_2544724,Cake,5,3,15,Digital Wallet,Takeaway,28-12-2023
2635,TXN_1035504,Smoothie,2,4,8,Digital Wallet,Takeaway,30-03-2023
2636,TXN_2576799,Juice,1,3,3,Cash,Takeaway,12-03-2023
2637,TXN_4659155,Juice,1,3,3,Cash,Takeaway,13-04-2023
2638,TXN_9781961,Coffee,1,2,2,Credit Card,In-store,01-12-2023
2639,TXN_5313347,Cookie,2,1,2,Digital Wallet,Takeaway,10-12-2023
2640,TXN_7926510,Salad,4,5,20,Cash,Takeaway,03-10-2023
2641,TXN_3477975,Sandwich,4,4,16,Cash,Takeaway,26-02-2023
2642,TXN_6736084,Juice,1,3,3,Cash,Takeaway,19-04-2023
2643,TXN_5573731,Sandwich,4,4,16,Cash,Takeaway,15-01-2023
2644,TXN_2760327,Salad,1,5,5,Cash,Takeaway,16-02-2023
2645,TXN_5540067,Tea,4,1.5,6,Cash,Takeaway,24-08-2023
2646,TXN_7585599,Cake,1,3,3,Credit Card,Takeaway,12-01-2023
2647,TXN_6333241,Coffee,1,2,4,Digital Wallet,Takeaway,15-09-2023
2648,TXN_1635631,Cookie,4,1,4,Credit Card,Takeaway,04-07-2023
2649,TXN_8907996,Sandwich,4,4,16,Cash,In-store,19-02-2023
2650,TXN_3206049,Coffee,4,2,8,Cash,In-store,27-03-2023
2651,TXN_4620647,Coffee,1,2,2,Digital Wallet,In-store,15-07-2023
2652,TXN_5348915,Juice,1,3,3,Digital Wallet,Takeaway,09-07-2023
2653,TXN_4036214,Cake,2,3,6,Credit Card,Takeaway,17-10-2023
2654,TXN_6323914,Juice,1,3,3,Credit Card,In-store,19-03-2023
2655,TXN_7804128,Sandwich,5,4,20,Digital Wallet,In-store,12-02-2023
2656,TXN_6228313,Sandwich,4,3,12,Digital Wallet,In-store,24-01-2023
2657,TXN_2930752,Cake,2,3,6,Credit Card,In-store,04-03-2023
2658,TXN_3477101,Cookie,4,1,4,Credit Card,Takeaway,02-05-2023
2659,TXN_2210265,Juice,2,3,6,Credit Card,Takeaway,14-06-2023
2660,TXN_5534515,Smoothie,1,4,4,Credit Card,Takeaway,09-02-2023
2661,TXN_9561380,Sandwich,1,4,4,Digital Wallet,Takeaway,11-08-2023
2662,TXN_3038078,Cookie,1,1,1,Credit Card,Takeaway,06-04-2023
2663,TXN_5652473,Smoothie,4,4,16,Credit Card,Takeaway,19-03-2023
2664,TXN_5222822,Salad,1,5,5,Credit Card,In-store,20-11-2023
2665,TXN_6238191,Smoothie,4,4,16,Credit Card,In-store,27-10-2023
2666,TXN_1244593,Salad,5,5,25,Credit Card,In-store,11-04-2023
2667,TXN_9749175,Cake,1,3,3,Credit Card,In-store,07-09-2023
2668,TXN_4502314,Cookie,3,1,3,Credit Card,In-store,02-06-2023
2669,TXN_5476846,Tea,4,1.5,6,Credit Card,Takeaway,02-06-2023
2670,TXN_3703964,Sandwich,2,4,8,Credit Card,Takeaway,23-09-2023
2671,TXN_1554195,Smoothie,2,4,8,Digital Wallet,Takeaway,22-10-2023
2672,TXN_1025152,Cookie,4,1,4,Digital Wallet,Takeaway,19-08-2023
2673,TXN_3429942,Smoothie,3,4,4,Digital Wallet,In-store,24-04-2023
2674,TXN_2134660,Smoothie,5,3,15,Credit Card,In-store,08-11-2023
2675,TXN_8944175,Salad,3,5,15,Digital Wallet,In-store,30-11-2023
2676,TXN_4680399,Juice,5,3,15,Digital Wallet,In-store,07-04-2023
2677,TXN_5328065,Cake,5,3,15,Cash,In-store,18-09-2023
2678,TXN_9202496,Cake,5,3,15,Credit Card,In-store,19-07-2023
2679,TXN_2914953,Cake,2,3,6,Cash,In-store,25-07-2023
2680,TXN_6068148,Cake,3,3,9,Cash,In-store,11-08-2023
2681,TXN_1216051,Cake,4,3,12,Digital Wallet,Takeaway,28-10-2023
2682,TXN_3943327,Juice,1,3,3,Digital Wallet,Takeaway,20-05-2023
2683,TXN_5268025,Cookie,5,1,3,Digital Wallet,In-store,19-05-2023
2684,TXN_9952441,Smoothie,1,4,3,Cash,In-store,05-09-2023
2685,TXN_7354271,Cookie,4,1,4,Cash,In-store,12-04-2023
2686,TXN_3358494,Coffee,5,2,10,Digital Wallet,Takeaway,22-06-2023
2687,TXN_2966507,Cookie,3,1,3,Digital Wallet,In-store,25-04-2023
2688,TXN_9752586,Tea,2,1.5,3,Digital Wallet,In-store,14-06-2023
2689,TXN_1324968,Cookie,3,1,3,Credit Card,In-store,05-01-2023
2690,TXN_8424417,Smoothie,2,1,8,Credit Card,Takeaway,21-10-2023
2691,TXN_3985920,Salad,5,5,25,Digital Wallet,In-store,29-03-2023
2692,TXN_7335526,Sandwich,4,4,16,Cash,In-store,03-06-2023
2693,TXN_5989987,Smoothie,4,4,16,Cash,In-store,02-08-2023
2694,TXN_8132632,Tea,3,1.5,4.5,Cash,In-store,26-07-2023
2695,TXN_2408294,Sandwich,4,4,16,Digital Wallet,In-store,26-12-2023
2696,TXN_7380756,Salad,1,5,5,Digital Wallet,Takeaway,16-10-2023
2697,TXN_1145888,Coffee,4,2,8,Digital Wallet,Takeaway,26-01-2023
2698,TXN_3845754,Tea,4,1.5,6,Digital Wallet,Takeaway,25-11-2023
2699,TXN_1315214,Tea,2,1.5,3,Digital Wallet,In-store,03-11-2023
2700,TXN_7602467,Cookie,1,1,1,Credit Card,Takeaway,17-10-2023
2701,TXN_1672708,Salad,4,5,20,Credit Card,Takeaway,04-04-2023
2702,TXN_4979250,Tea,3,1.5,4.5,Cash,In-store,01-11-2023
2703,TXN_2809397,Salad,2,5,10,Digital Wallet,Takeaway,13-09-2023
2704,TXN_8752130,Juice,2,3,6,Credit Card,Takeaway,23-10-2023
2705,TXN_7326075,Cookie,1,3,1,Cash,Takeaway,12-06-2023
2706,TXN_9134257,Coffee,1,2,6,Digital Wallet,Takeaway,19-05-2023
2707,TXN_9944832,Coffee,3,2,6,Digital Wallet,Takeaway,25-12-2023
2708,TXN_8329302,Juice,3,3,9,Digital Wallet,Takeaway,25-12-2023
2709,TXN_9639317,Cake,3,3,9,Cash,Takeaway,28-12-2023
2710,TXN_7707761,Tea,3,1.5,4.5,Credit Card,Takeaway,08-03-2023
2711,TXN_3177517,Tea,1,1.5,1.5,Credit Card,In-store,22-02-2023
2712,TXN_5353855,Tea,3,4,12,Credit Card,Takeaway,24-12-2023
2713,TXN_3106811,Juice,3,3,9,Cash,Takeaway,27-09-2023
2714,TXN_3475342,Juice,3,3,9,Cash,In-store,24-04-2023
2715,TXN_8017663,Coffee,2,2,4,Cash,In-store,18-05-2023
2716,TXN_6309965,Cake,5,3,15,Digital Wallet,Takeaway,14-06-2023
2717,TXN_7146871,Coffee,5,2,4,Digital Wallet,Takeaway,20-09-2023
2718,TXN_2661443,Juice,2,3,6,Credit Card,Takeaway,30-06-2023
2719,TXN_6954434,Juice,3,3,9,Cash,Takeaway,23-02-2023
2720,TXN_3578712,Tea,5,3,7.5,Credit Card,Takeaway,15-08-2023
2721,TXN_6131350,Sandwich,2,3,8,Credit Card,Takeaway,28-09-2023
2722,TXN_9207050,Cookie,5,1,5,Digital Wallet,In-store,21-07-2023
2723,TXN_5351656,Tea,1,1.5,1.5,Digital Wallet,Takeaway,02-03-2023
2724,TXN_8905718,Tea,5,1.5,7.5,Digital Wallet,In-store,07-09-2023
2725,TXN_1938148,Cake,2,3,6,Credit Card,Takeaway,07-06-2023
2726,TXN_2024598,Sandwich,1,4,4,Digital Wallet,In-store,01-01-2023
2727,TXN_7145872,Salad,5,5,25,Digital Wallet,Takeaway,15-04-2023
2728,TXN_8140560,Cake,5,3,15,Digital Wallet,Takeaway,29-06-2023
2729,TXN_6591756,Cookie,5,1,5,Digital Wallet,Takeaway,09-03-2023
2730,TXN_9004306,Coffee,4,2,8,Credit Card,In-store,26-05-2023
2731,TXN_7899686,Coffee,1,4,4,Digital Wallet,Takeaway,09-09-2023
2732,TXN_7092761,Salad,4,5,20,Digital Wallet,Takeaway,11-05-2023
2733,TXN_6360436,Cake,2,3,6,Digital Wallet,Takeaway,13-09-2023
2734,TXN_3295247,Coffee,5,2,10,Digital Wallet,Takeaway,25-08-2023
2735,TXN_5822344,Sandwich,5,4,20,Cash,In-store,27-09-2023
2736,TXN_4266069,Coffee,1,2,2,Cash,In-store,25-12-2023
2737,TXN_9470768,Smoothie,5,4,20,Credit Card,In-store,27-09-2023
2738,TXN_1540181,Tea,3,1.5,4.5,Credit Card,Takeaway,17-08-2023
2739,TXN_6688020,Salad,5,5,25,Credit Card,Takeaway,05-09-2023
2740,TXN_4181147,Coffee,4,2,8,Credit Card,Takeaway,18-02-2023
2741,TXN_7211792,Tea,3,1.5,4.5,Credit Card,Takeaway,27-11-2023
2742,TXN_6568978,Cake,3,3,9,Digital Wallet,Takeaway,12-03-2023
2743,TXN_6670607,Juice,5,3,9,Digital Wallet,Takeaway,06-01-2023
2744,TXN_9773606,Tea,2,1.5,3,Cash,Takeaway,04-12-2023
2745,TXN_9762035,Smoothie,1,4,4,Cash,Takeaway,21-08-2023
2746,TXN_4493661,Sandwich,1,4,4,Cash,Takeaway,08-07-2023
2747,TXN_4617139,Juice,4,4,12,Cash,Takeaway,12-04-2023
2748,TXN_5339625,Smoothie,5,4,20,Digital Wallet,Takeaway,29-06-2023
2749,TXN_9657636,Cake,1,3,3,Cash,Takeaway,08-07-2023
2750,TXN_1375992,Coffee,5,2,10,Credit Card,In-store,23-03-2023
2751,TXN_2077318,Juice,2,3,6,Digital Wallet,In-store,24-08-2023
2752,TXN_8232653,Salad,5,5,25,Cash,In-store,21-04-2023
2753,TXN_4624436,Sandwich,1,4,4,Cash,In-store,22-05-2023
2754,TXN_6158865,Cookie,1,1,1,Digital Wallet,In-store,27-11-2023
2755,TXN_6148337,Cookie,2,1,2,Digital Wallet,In-store,27-09-2023
2756,TXN_9096951,Smoothie,3,4,12,Cash,Takeaway,28-06-2023
2757,TXN_7080148,Cake,3,3,9,Cash,Takeaway,30-12-2023
2758,TXN_4275169,Salad,1,5,5,Cash,Takeaway,27-06-2023
2759,TXN_9005396,Juice,4,3,12,Cash,Takeaway,10-08-2023
2760,TXN_2466036,Coffee,5,2,10,Cash,Takeaway,31-08-2023
2761,TXN_1533790,Cake,5,3,12,Digital Wallet,Takeaway,21-07-2023
2762,TXN_7090165,Sandwich,5,4,20,Digital Wallet,In-store,30-08-2023
2763,TXN_9533792,Cookie,3,1,3,Digital Wallet,In-store,01-09-2023
2764,TXN_4995910,Cake,5,3,3,Digital Wallet,In-store,10-03-2023
2765,TXN_9174916,Coffee,3,2,6,Credit Card,In-store,21-06-2023
2766,TXN_8121601,Juice,4,3,6,Credit Card,In-store,02-07-2023
2767,TXN_5882077,Sandwich,3,4,12,Credit Card,Takeaway,10-03-2023
2768,TXN_3163681,Sandwich,2,4,8,Credit Card,Takeaway,11-05-2023
2769,TXN_2849719,Coffee,5,2,10,Digital Wallet,Takeaway,23-06-2023
2770,TXN_9623460,Sandwich,3,4,12,Digital Wallet,In-store,17-01-2023
2771,TXN_3359704,Salad,3,5,15,Digital Wallet,In-store,23-07-2023
2772,TXN_7093219,Smoothie,4,4,16,Credit Card,In-store,06-06-2023
2773,TXN_2444408,Sandwich,2,4,8,Digital Wallet,In-store,11-05-2023
2774,TXN_2475111,Cookie,3,1,3,Digital Wallet,Takeaway,31-03-2023
2775,TXN_3296152,Salad,3,5,15,Credit Card,In-store,20-10-2023
2776,TXN_5157855,Salad,1,5,5,Digital Wallet,In-store,18-08-2023
2777,TXN_2887411,Smoothie,2,4,8,Cash,In-store,16-01-2023
2778,TXN_7543369,Tea,5,1.5,7.5,Digital Wallet,Takeaway,18-11-2023
2779,TXN_9561441,Tea,5,1.5,7.5,Cash,In-store,11-11-2023
2780,TXN_5595584,Smoothie,2,4,8,Cash,In-store,19-10-2023
2781,TXN_1158197,Coffee,2,2,4,Cash,Takeaway,21-05-2023
2782,TXN_3633955,Sandwich,4,4,16,Cash,In-store,20-09-2023
2783,TXN_2761949,Salad,3,5,15,Credit Card,In-store,01-10-2023
2784,TXN_4967355,Sandwich,2,4,8,Credit Card,In-store,25-04-2023
2785,TXN_8062897,Smoothie,2,4,8,Digital Wallet,Takeaway,02-10-2023
2786,TXN_4831426,Juice,4,3,12,Credit Card,Takeaway,27-02-2023
2787,TXN_3995843,Juice,3,4,12,Credit Card,In-store,31-12-2023
2788,TXN_4284492,Juice,3,3,9,Credit Card,Takeaway,30-05-2023
2789,TXN_9942634,Tea,5,1.5,7.5,Credit Card,Takeaway,17-01-2023
2790,TXN_7104682,Cookie,5,1,5,Credit Card,Takeaway,31-08-2023
2791,TXN_5745955,Smoothie,4,4,16,Credit Card,Takeaway,31-08-2023
2792,TXN_6866209,Smoothie,5,4,20,Digital Wallet,In-store,20-05-2023
2793,TXN_7573801,Cake,2,3,6,Digital Wallet,In-store,14-12-2023
2794,TXN_9681880,Coffee,3,2,6,Cash,In-store,21-03-2023
2795,TXN_2559288,Salad,4,5,20,Credit Card,In-store,27-12-2023
2796,TXN_9188692,Cake,4,3,20,Credit Card,In-store,01-12-2023
2797,TXN_2936975,Tea,1,1.5,1.5,Digital Wallet,Takeaway,05-10-2023
2798,TXN_5027125,Salad,3,5,15,Cash,In-store,06-07-2023
2799,TXN_7433758,Cookie,1,1,1,Cash,In-store,09-06-2023
2800,TXN_2092288,Coffee,1,2,2,Credit Card,Takeaway,30-03-2023
2801,TXN_5701303,Coffee,1,2,2,Digital Wallet,Takeaway,08-09-2023
2802,TXN_7323833,Coffee,3,4,2,Credit Card,Takeaway,09-04-2023
2803,TXN_5161371,Cake,2,3,6,Credit Card,In-store,17-01-2023
2804,TXN_6228918,Cake,1,3,3,Digital Wallet,In-store,17-01-2023
2805,TXN_1132566,Cake,3,3,9,Cash,In-store,27-02-2023
2806,TXN_3713527,Cookie,4,1,4,Cash,Takeaway,08-03-2023
2807,TXN_1719440,Cookie,5,1,5,Digital Wallet,Takeaway,13-07-2023
2808,TXN_6273703,Tea,2,1.5,3,Credit Card,Takeaway,24-12-2023
2809,TXN_2050017,Sandwich,4,4,16,Credit Card,Takeaway,24-03-2023
2810,TXN_6797827,Sandwich,1,4,4,Credit Card,Takeaway,16-06-2023
2811,TXN_6885626,Cake,5,3,15,Credit Card,In-store,06-08-2023
2812,TXN_3729074,Salad,3,5,15,Credit Card,In-store,15-04-2023
2813,TXN_7418962,Smoothie,4,4,16,Cash,In-store,07-03-2023
2814,TXN_7217537,Salad,3,5,15,Cash,In-store,19-12-2023
2815,TXN_7904970,Tea,3,1.5,3,Credit Card,Takeaway,23-05-2023
2816,TXN_8845592,Sandwich,5,4,20,Credit Card,In-store,12-11-2023
2817,TXN_2402637,Sandwich,2,4,8,Credit Card,Takeaway,18-06-2023
2818,TXN_2081985,Coffee,2,2,4,Digital Wallet,Takeaway,24-03-2023
2819,TXN_5664467,Tea,4,1.5,6,Digital Wallet,Takeaway,06-11-2023
2820,TXN_2275523,Tea,4,1.5,6,Digital Wallet,Takeaway,02-09-2023
2821,TXN_7230977,Tea,5,3,15,Digital Wallet,Takeaway,24-08-2023
2822,TXN_6451747,Salad,4,5,20,Cash,Takeaway,23-05-2023
2823,TXN_2680626,Cake,3,3,9,Cash,In-store,08-01-2023
2824,TXN_8668840,Cake,5,3,15,Digital Wallet,In-store,03-10-2023
2825,TXN_5390428,Juice,2,3,6,Digital Wallet,In-store,25-11-2023
2826,TXN_5009367,Juice,3,3,9,Credit Card,In-store,19-04-2023
2827,TXN_5930921,Cookie,2,1,2,Digital Wallet,Takeaway,19-04-2023
2828,TXN_3067854,Cake,1,3,3,Credit Card,Takeaway,08-07-2023
2829,TXN_6401072,Smoothie,4,4,16,Cash,Takeaway,28-07-2023
2830,TXN_6377597,Cookie,1,1,1,Cash,In-store,28-07-2023
2831,TXN_6799966,Tea,4,1.5,6,Digital Wallet,In-store,03-03-2023
2832,TXN_5080934,Juice,4,3,9,Cash,Takeaway,10-12-2023
2833,TXN_8684125,Salad,2,5,10,Credit Card,In-store,08-03-2023
2834,TXN_1647077,Smoothie,2,4,8,Credit Card,In-store,19-08-2023
2835,TXN_9769782,Smoothie,5,4,20,Cash,Takeaway,19-08-2023
2836,TXN_8167808,Cake,3,3,9,Cash,In-store,03-02-2023
2837,TXN_4541998,Sandwich,3,4,4,Cash,Takeaway,13-01-2023
2838,TXN_3369789,Sandwich,5,4,20,Cash,Takeaway,15-04-2023
2839,TXN_7973461,Tea,3,1.5,4.5,Cash,In-store,11-04-2023
2840,TXN_7753587,Cake,1,3,3,Credit Card,Takeaway,28-03-2023
2841,TXN_4490958,Coffee,2,2,4,Credit Card,Takeaway,30-03-2023
2842,TXN_8715515,Coffee,5,3,15,Credit Card,Takeaway,23-07-2023
2843,TXN_8242126,Salad,4,5,20,Digital Wallet,In-store,20-11-2023
2844,TXN_2972659,Tea,3,1.5,4.5,Digital Wallet,In-store,16-12-2023
2845,TXN_5685028,Cake,5,3,15,Digital Wallet,Takeaway,12-08-2023
2846,TXN_9835620,Juice,2,3,15,Digital Wallet,Takeaway,09-06-2023
2847,TXN_9245124,Tea,4,1.5,6,Digital Wallet,In-store,19-04-2023
2848,TXN_8619762,Smoothie,4,4,16,Cash,Takeaway,05-08-2023
2849,TXN_5983031,Juice,3,3,9,Digital Wallet,In-store,09-03-2023
2850,TXN_8730549,Smoothie,4,4,16,Digital Wallet,Takeaway,04-02-2023
2851,TXN_6889867,Sandwich,5,4,20,Cash,Takeaway,07-03-2023
2852,TXN_9035484,Coffee,2,2,4,Cash,Takeaway,29-06-2023
2853,TXN_2505327,Juice,2,3,4,Cash,Takeaway,29-06-2023
2854,TXN_9972525,Coffee,4,2,8,Cash,Takeaway,31-07-2023
2855,TXN_3315026,Juice,5,3,15,Cash,Takeaway,06-11-2023
2856,TXN_3613385,Cookie,3,1,3,Cash,Takeaway,26-05-2023
2857,TXN_9629541,Sandwich,5,4,20,Digital Wallet,Takeaway,18-12-2023
2858,TXN_7503640,Salad,3,5,15,Digital Wallet,Takeaway,04-11-2023
2859,TXN_1135761,Salad,3,3,9,Digital Wallet,Takeaway,30-01-2023
